Taxon,Species,Trait,Value,Source
Birds,Lanius nubicus,BillM_MEAN,18.2,Storchova_Horak_2018
Birds,Lanius nubicus,BillF_MEAN,18.2,Storchova_Horak_2018
Birds,Lanius nubicus,TarsusU_MEAN,22.75,Storchova_Horak_2018
Birds,Lanius nubicus,TarsusM_MEAN,22.7,Storchova_Horak_2018
Birds,Lanius nubicus,TarsusF_MEAN,22.8,Storchova_Horak_2018
Birds,Lanius nubicus,WeightU_MEAN,22.8,Storchova_Horak_2018
Birds,Lanius nubicus,WeightM_MEAN,21.6,Storchova_Horak_2018
Birds,Lanius nubicus,WeightF_MEAN,24,Storchova_Horak_2018
Birds,Lanius nubicus,Sexual dimorphism,1,Storchova_Horak_2018
Birds,Lanius nubicus,Clutch_MIN,4,Storchova_Horak_2018
Birds,Lanius nubicus,Clutch_MAX,8,Storchova_Horak_2018
Birds,Lanius nubicus,Clutch_MEAN,5.5,Storchova_Horak_2018
Birds,Lanius nubicus,Broods per year,2,Storchova_Horak_2018
Birds,Lanius nubicus,EggL_MEAN,20.6,Storchova_Horak_2018
Birds,Lanius nubicus,EggW_MEAN,15.9,Storchova_Horak_2018
Birds,Lanius nubicus,Egg_MASS,2.65,Storchova_Horak_2018
Birds,Lanius nubicus,Young,AL,Storchova_Horak_2018
Birds,Lanius nubicus,Association during nesting,S,Storchova_Horak_2018
Birds,Lanius nubicus,Nest type,OA,Storchova_Horak_2018
Birds,Lanius nubicus,Nest building,B,Storchova_Horak_2018
Birds,Lanius nubicus,Mating system,M,Storchova_Horak_2018
Birds,Lanius nubicus,Incubation period,15,Storchova_Horak_2018
Birds,Lanius nubicus,Incubation sex,F,Storchova_Horak_2018
Birds,Lanius nubicus,Hatching,SY,Storchova_Horak_2018
Birds,Lanius nubicus,Eggshells,NA,Storchova_Horak_2018
Birds,Lanius nubicus,Nestling period,19,Storchova_Horak_2018
Birds,Lanius nubicus,Fledging period,19,Storchova_Horak_2018
Birds,Lanius nubicus,Parental feeding,NA,Storchova_Horak_2018
Birds,Lanius nubicus,Age of independence,43,Storchova_Horak_2018
Birds,Lanius nubicus,Feeding independence,43,Storchova_Horak_2018
Birds,Lanius nubicus,Age of first breeding,1,Storchova_Horak_2018
Birds,Lanius nubicus,Life span,4,Storchova_Horak_2018
Birds,Lanius nubicus,Post-fledging mortality,NA,Storchova_Horak_2018
Birds,Lanius nubicus,Mortality of adults,NA,Storchova_Horak_2018
Birds,Lanius nubicus,Association outside the breeding season,SO,Storchova_Horak_2018
Birds,Lanius nubicus,Territoriality,1,Storchova_Horak_2018
Birds,Lanius nubicus,Sedentary,0,Storchova_Horak_2018
Birds,Lanius nubicus,Facultative migrant,0,Storchova_Horak_2018
Birds,Lanius nubicus,Short distance migrant,0,Storchova_Horak_2018
Birds,Lanius nubicus,Long distance migrant,1,Storchova_Horak_2018
Birds,Lanius senator,TailF_MEAN,75.6,Storchova_Horak_2018
Birds,Lanius senator,BillU_MEAN,18.5,Storchova_Horak_2018
Birds,Lanius senator,BillM_MEAN,18.5,Storchova_Horak_2018
Birds,Lanius senator,BillF_MEAN,18.5,Storchova_Horak_2018
Birds,Lanius senator,TarsusU_MEAN,24.25,Storchova_Horak_2018
Birds,Lanius senator,TarsusM_MEAN,24.3,Storchova_Horak_2018
Birds,Lanius senator,TarsusF_MEAN,24.2,Storchova_Horak_2018
Birds,Lanius senator,WeightU_MEAN,36,Storchova_Horak_2018
Birds,Lanius senator,WeightM_MEAN,34.6,Storchova_Horak_2018
Birds,Lanius senator,WeightF_MEAN,37.4,Storchova_Horak_2018
Birds,Lanius senator,Sexual dimorphism,1,Storchova_Horak_2018
Birds,Lanius senator,Clutch_MIN,5,Storchova_Horak_2018
Birds,Lanius senator,Clutch_MAX,6,Storchova_Horak_2018
Birds,Lanius senator,Clutch_MEAN,5.5,Storchova_Horak_2018
Birds,Lanius senator,Broods per year,1,Storchova_Horak_2018
Birds,Lanius senator,EggL_MEAN,22.9,Storchova_Horak_2018
Birds,Lanius senator,EggW_MEAN,16.9,Storchova_Horak_2018
Birds,Lanius senator,Egg_MASS,3.35,Storchova_Horak_2018
Birds,Lanius senator,Young,AL,Storchova_Horak_2018
Birds,Lanius senator,Association during nesting,S,Storchova_Horak_2018
Birds,Lanius senator,Nest type,OA,Storchova_Horak_2018
Birds,Lanius senator,Nest building,B,Storchova_Horak_2018
Birds,Lanius senator,Mating system,M,Storchova_Horak_2018
Birds,Lanius senator,Incubation period,15,Storchova_Horak_2018
Birds,Lanius senator,Incubation sex,F,Storchova_Horak_2018
Birds,Lanius senator,Hatching,SY,Storchova_Horak_2018
Birds,Lanius senator,Eggshells,NA,Storchova_Horak_2018
Birds,Lanius senator,Nestling period,17,Storchova_Horak_2018
Birds,Lanius senator,Fledging period,17,Storchova_Horak_2018
Birds,Lanius senator,Parental feeding,42,Storchova_Horak_2018
Birds,Lanius senator,Age of independence,52,Storchova_Horak_2018
Birds,Lanius senator,Feeding independence,47,Storchova_Horak_2018
Birds,Lanius senator,Age of first breeding,1,Storchova_Horak_2018
Birds,Lanius senator,Life span,6,Storchova_Horak_2018
Birds,Lanius senator,Post-fledging mortality,NA,Storchova_Horak_2018
Birds,Lanius senator,Mortality of adults,NA,Storchova_Horak_2018
Birds,Lanius senator,Association outside the breeding season,SO,Storchova_Horak_2018
Birds,Lanius senator,Territoriality,1,Storchova_Horak_2018
Birds,Lanius senator,Sedentary,0,Storchova_Horak_2018
Birds,Lanius senator,Facultative migrant,0,Storchova_Horak_2018
Birds,Lanius senator,Short distance migrant,0,Storchova_Horak_2018
Birds,Lanius senator,Long distance migrant,1,Storchova_Horak_2018
Birds,Leiopicus medius,TailF_MEAN,78.7,Storchova_Horak_2018
Birds,Leiopicus medius,BillU_MEAN,25.55,Storchova_Horak_2018
Birds,Leiopicus medius,BillM_MEAN,26.1,Storchova_Horak_2018
Birds,Leiopicus medius,BillF_MEAN,25,Storchova_Horak_2018
Birds,Leiopicus medius,TarsusU_MEAN,20.45,Storchova_Horak_2018
Birds,Leiopicus medius,TarsusM_MEAN,20.5,Storchova_Horak_2018
Birds,Leiopicus medius,TarsusF_MEAN,20.4,Storchova_Horak_2018
Birds,Leiopicus medius,WeightU_MEAN,58,Storchova_Horak_2018
Birds,Leiopicus medius,WeightM_MEAN,60,Storchova_Horak_2018
Birds,Leiopicus medius,WeightF_MEAN,56,Storchova_Horak_2018
Birds,Leiopicus medius,Sexual dimorphism,0,Storchova_Horak_2018
Birds,Leiopicus medius,Clutch_MIN,4,Storchova_Horak_2018
Birds,Leiopicus medius,Clutch_MAX,8,Storchova_Horak_2018
Birds,Leiopicus medius,Clutch_MEAN,5.5,Storchova_Horak_2018
Birds,Leiopicus medius,Broods per year,1,Storchova_Horak_2018
Birds,Leiopicus medius,EggL_MEAN,25,Storchova_Horak_2018
Birds,Leiopicus medius,EggW_MEAN,18,Storchova_Horak_2018
Birds,Leiopicus medius,Egg_MASS,4,Storchova_Horak_2018
Birds,Leiopicus medius,Young,AL,Storchova_Horak_2018
Birds,Leiopicus medius,Association during nesting,S,Storchova_Horak_2018
Birds,Leiopicus medius,Nest type,H,Storchova_Horak_2018
Birds,Leiopicus medius,Nest building,M,Storchova_Horak_2018
Birds,Leiopicus medius,Mating system,M,Storchova_Horak_2018
Birds,Leiopicus medius,Incubation period,13,Storchova_Horak_2018
Birds,Leiopicus medius,Incubation sex,B,Storchova_Horak_2018
Birds,Leiopicus medius,Hatching,SY,Storchova_Horak_2018
Birds,Leiopicus medius,Eggshells,NA,Storchova_Horak_2018
Birds,Leiopicus medius,Nestling period,23,Storchova_Horak_2018
Birds,Leiopicus medius,Fledging period,23,Storchova_Horak_2018
Birds,Leiopicus medius,Parental feeding,37,Storchova_Horak_2018
Birds,Leiopicus medius,Age of independence,37,Storchova_Horak_2018
Birds,Leiopicus medius,Feeding independence,37,Storchova_Horak_2018
Birds,Leiopicus medius,Age of first breeding,2,Storchova_Horak_2018
Birds,Leiopicus medius,Life span,7,Storchova_Horak_2018
Birds,Leiopicus medius,Post-fledging mortality,13,Storchova_Horak_2018
Birds,Leiopicus medius,Mortality of adults,28,Storchova_Horak_2018
Birds,Leiopicus medius,Association outside the breeding season,SO,Storchova_Horak_2018
Birds,Leiopicus medius,Territoriality,1,Storchova_Horak_2018
Birds,Leiopicus medius,Sedentary,1,Storchova_Horak_2018
Birds,Leiopicus medius,Facultative migrant,0,Storchova_Horak_2018
Birds,Leiopicus medius,Short distance migrant,0,Storchova_Horak_2018
Birds,Leiopicus medius,Long distance migrant,0,Storchova_Horak_2018
Birds,Linaria cannabina,TailF_MEAN,51.1,Storchova_Horak_2018
Birds,Linaria cannabina,BillU_MEAN,12.8,Storchova_Horak_2018
Birds,Linaria cannabina,BillM_MEAN,12.9,Storchova_Horak_2018
Birds,Linaria cannabina,BillF_MEAN,12.7,Storchova_Horak_2018
Birds,Linaria cannabina,TarsusU_MEAN,15.75,Storchova_Horak_2018
Birds,Linaria cannabina,TarsusM_MEAN,15.9,Storchova_Horak_2018
Birds,Linaria cannabina,TarsusF_MEAN,15.6,Storchova_Horak_2018
Birds,Linaria cannabina,WeightU_MEAN,19.25,Storchova_Horak_2018
Birds,Linaria cannabina,WeightM_MEAN,19.6,Storchova_Horak_2018
Birds,Linaria cannabina,WeightF_MEAN,18.9,Storchova_Horak_2018
Birds,Linaria cannabina,Sexual dimorphism,1,Storchova_Horak_2018
Birds,Linaria cannabina,Clutch_MIN,3,Storchova_Horak_2018
Birds,Linaria cannabina,Clutch_MAX,7,Storchova_Horak_2018
Birds,Linaria cannabina,Clutch_MEAN,5,Storchova_Horak_2018
Birds,Linaria cannabina,Broods per year,2.5,Storchova_Horak_2018
Birds,Linaria cannabina,EggL_MEAN,18,Storchova_Horak_2018
Birds,Linaria cannabina,EggW_MEAN,13.3,Storchova_Horak_2018
Birds,Linaria cannabina,Egg_MASS,1.66,Storchova_Horak_2018
Birds,Linaria cannabina,Young,AL,Storchova_Horak_2018
"Birds,Linaria cannabina,Association during nesting,""S,SC"",Storchova_Horak_2018"
Birds,Linaria cannabina,Nest type,OA,Storchova_Horak_2018
Birds,Linaria cannabina,Nest building,F,Storchova_Horak_2018
Birds,Linaria cannabina,Mating system,M,Storchova_Horak_2018
Birds,Linaria cannabina,Incubation period,12,Storchova_Horak_2018
Birds,Linaria cannabina,Incubation sex,F,Storchova_Horak_2018
Birds,Linaria cannabina,Hatching,AS,Storchova_Horak_2018
Birds,Linaria cannabina,Eggshells,NA,Storchova_Horak_2018
Birds,Linaria cannabina,Nestling period,14,Storchova_Horak_2018
Birds,Linaria cannabina,Fledging period,14,Storchova_Horak_2018
Birds,Linaria cannabina,Parental feeding,28,Storchova_Horak_2018
Birds,Linaria cannabina,Age of independence,28,Storchova_Horak_2018
Birds,Linaria cannabina,Feeding independence,28,Storchova_Horak_2018
Birds,Linaria cannabina,Age of first breeding,1,Storchova_Horak_2018
Birds,Linaria cannabina,Life span,9,Storchova_Horak_2018
Birds,Linaria cannabina,Post-fledging mortality,NA,Storchova_Horak_2018
Birds,Linaria cannabina,Mortality of adults,62,Storchova_Horak_2018
Birds,Linaria cannabina,Association outside the breeding season,GR,Storchova_Horak_2018
Birds,Linaria cannabina,Territoriality,1,Storchova_Horak_2018
Birds,Linaria cannabina,Sedentary,1,Storchova_Horak_2018
Birds,Linaria cannabina,Facultative migrant,0,Storchova_Horak_2018
Birds,Linaria cannabina,Short distance migrant,1,Storchova_Horak_2018
Birds,Linaria cannabina,Long distance migrant,0,Storchova_Horak_2018
Birds,Locustella fluviatilis,TailF_MEAN,53.4,Storchova_Horak_2018
Birds,Locustella fluviatilis,BillU_MEAN,15.55,Storchova_Horak_2018
Birds,Locustella fluviatilis,BillM_MEAN,15.8,Storchova_Horak_2018
Birds,Locustella fluviatilis,BillF_MEAN,15.3,Storchova_Horak_2018
Birds,Locustella fluviatilis,TarsusU_MEAN,21.7,Storchova_Horak_2018
Birds,Locustella fluviatilis,TarsusM_MEAN,21.7,Storchova_Horak_2018
Birds,Locustella fluviatilis,TarsusF_MEAN,21.7,Storchova_Horak_2018
Birds,Locustella fluviatilis,WeightU_MEAN,18,Storchova_Horak_2018
Birds,Locustella fluviatilis,WeightM_MEAN,18.6,Storchova_Horak_2018
Birds,Locustella fluviatilis,WeightF_MEAN,17.4,Storchova_Horak_2018
Birds,Locustella fluviatilis,Sexual dimorphism,0,Storchova_Horak_2018
Birds,Locustella fluviatilis,Clutch_MIN,3,Storchova_Horak_2018
Birds,Locustella fluviatilis,Clutch_MAX,7,Storchova_Horak_2018
Birds,Locustella fluviatilis,Clutch_MEAN,5.5,Storchova_Horak_2018
Birds,Locustella fluviatilis,Broods per year,1,Storchova_Horak_2018
Birds,Locustella fluviatilis,EggL_MEAN,20.3,Storchova_Horak_2018
Birds,Locustella fluviatilis,EggW_MEAN,15.1,Storchova_Horak_2018
Birds,Locustella fluviatilis,Egg_MASS,2.36,Storchova_Horak_2018
Birds,Locustella fluviatilis,Young,AL,Storchova_Horak_2018
Birds,Locustella fluviatilis,Association during nesting,S,Storchova_Horak_2018
Birds,Locustella fluviatilis,Nest type,GC,Storchova_Horak_2018
Birds,Locustella fluviatilis,Nest building,F,Storchova_Horak_2018
Birds,Locustella fluviatilis,Mating system,M,Storchova_Horak_2018
Birds,Locustella fluviatilis,Incubation period,12,Storchova_Horak_2018
Birds,Locustella fluviatilis,Incubation sex,F,Storchova_Horak_2018
Birds,Locustella fluviatilis,Hatching,SY,Storchova_Horak_2018
Birds,Locustella fluviatilis,Eggshells,NA,Storchova_Horak_2018
Birds,Locustella fluviatilis,Nestling period,15,Storchova_Horak_2018
Birds,Locustella fluviatilis,Fledging period,16,Storchova_Horak_2018
Birds,Locustella fluviatilis,Parental feeding,30,Storchova_Horak_2018
Birds,Locustella fluviatilis,Age of independence,30,Storchova_Horak_2018
Birds,Locustella fluviatilis,Feeding independence,30,Storchova_Horak_2018
Birds,Locustella fluviatilis,Age of first breeding,NA,Storchova_Horak_2018
Birds,Locustella fluviatilis,Life span,7,Storchova_Horak_2018
Birds,Locustella fluviatilis,Post-fledging mortality,NA,Storchova_Horak_2018
Birds,Locustella fluviatilis,Mortality of adults,NA,Storchova_Horak_2018
Birds,Locustella fluviatilis,Association outside the breeding season,SO,Storchova_Horak_2018
Birds,Locustella fluviatilis,Territoriality,1,Storchova_Horak_2018
Birds,Locustella fluviatilis,Sedentary,0,Storchova_Horak_2018
Birds,Locustella fluviatilis,Facultative migrant,0,Storchova_Horak_2018
Birds,Locustella fluviatilis,Short distance migrant,0,Storchova_Horak_2018
Birds,Locustella fluviatilis,Long distance migrant,1,Storchova_Horak_2018
Birds,Lophophanes cristatus,TailF_MEAN,49.4,Storchova_Horak_2018
Birds,Lophophanes cristatus,BillU_MEAN,11.2,Storchova_Horak_2018
Birds,Lophophanes cristatus,BillM_MEAN,11.2,Storchova_Horak_2018
Birds,Lophophanes cristatus,BillF_MEAN,11.2,Storchova_Horak_2018
Birds,Lophophanes cristatus,TarsusU_MEAN,18.6,Storchova_Horak_2018
Birds,Lophophanes cristatus,TarsusM_MEAN,18.8,Storchova_Horak_2018
Birds,Lophophanes cristatus,TarsusF_MEAN,18.4,Storchova_Horak_2018
Birds,Lophophanes cristatus,WeightU_MEAN,11.35,Storchova_Horak_2018
Birds,Lophophanes cristatus,WeightM_MEAN,11.5,Storchova_Horak_2018
Birds,Lophophanes cristatus,WeightF_MEAN,11.2,Storchova_Horak_2018
Birds,Lophophanes cristatus,Sexual dimorphism,0,Storchova_Horak_2018
Birds,Lophophanes cristatus,Clutch_MIN,6,Storchova_Horak_2018
Birds,Lophophanes cristatus,Clutch_MAX,7,Storchova_Horak_2018
Birds,Lophophanes cristatus,Clutch_MEAN,6.5,Storchova_Horak_2018
Birds,Lophophanes cristatus,Broods per year,1,Storchova_Horak_2018
Birds,Lophophanes cristatus,EggL_MEAN,16.3,Storchova_Horak_2018
Birds,Lophophanes cristatus,EggW_MEAN,12.6,Storchova_Horak_2018
Birds,Lophophanes cristatus,Egg_MASS,1.31,Storchova_Horak_2018
Birds,Lophophanes cristatus,Young,AL,Storchova_Horak_2018
Birds,Lophophanes cristatus,Association during nesting,S,Storchova_Horak_2018
Birds,Lophophanes cristatus,Nest type,H,Storchova_Horak_2018
Birds,Lophophanes cristatus,Nest building,F,Storchova_Horak_2018
Birds,Lophophanes cristatus,Mating system,M,Storchova_Horak_2018
Birds,Lophophanes cristatus,Incubation period,15,Storchova_Horak_2018
Birds,Lophophanes cristatus,Incubation sex,F,Storchova_Horak_2018
Birds,Lophophanes cristatus,Hatching,AS,Storchova_Horak_2018
Birds,Lophophanes cristatus,Eggshells,NA,Storchova_Horak_2018
Birds,Lophophanes cristatus,Nestling period,18,Storchova_Horak_2018
Birds,Lophophanes cristatus,Fledging period,20,Storchova_Horak_2018
Birds,Lophophanes cristatus,Parental feeding,43,Storchova_Horak_2018
Birds,Lophophanes cristatus,Age of independence,43,Storchova_Horak_2018
Birds,Lophophanes cristatus,Feeding independence,43,Storchova_Horak_2018
Birds,Lophophanes cristatus,Age of first breeding,1,Storchova_Horak_2018
Birds,Lophophanes cristatus,Life span,12,Storchova_Horak_2018
Birds,Lophophanes cristatus,Post-fledging mortality,NA,Storchova_Horak_2018
Birds,Lophophanes cristatus,Mortality of adults,73,Storchova_Horak_2018
Birds,Lophophanes cristatus,Association outside the breeding season,GR,Storchova_Horak_2018
Birds,Lophophanes cristatus,Territoriality,1,Storchova_Horak_2018
Birds,Lophophanes cristatus,Sedentary,1,Storchova_Horak_2018
Birds,Lophophanes cristatus,Facultative migrant,0,Storchova_Horak_2018
Birds,Lophophanes cristatus,Short distance migrant,0,Storchova_Horak_2018
Birds,Lophophanes cristatus,Long distance migrant,0,Storchova_Horak_2018
Birds,Loxia curvirostra,TailF_MEAN,57.2,Storchova_Horak_2018
Birds,Loxia curvirostra,BillU_MEAN,22.6,Storchova_Horak_2018
Birds,Loxia curvirostra,BillM_MEAN,22.9,Storchova_Horak_2018
Birds,Loxia curvirostra,BillF_MEAN,22.3,Storchova_Horak_2018
Birds,Loxia curvirostra,TarsusU_MEAN,18,Storchova_Horak_2018
Birds,Loxia curvirostra,TarsusM_MEAN,18,Storchova_Horak_2018
Birds,Loxia curvirostra,TarsusF_MEAN,18,Storchova_Horak_2018
Birds,Loxia curvirostra,WeightU_MEAN,41.7,Storchova_Horak_2018
Birds,Loxia curvirostra,WeightM_MEAN,41.2,Storchova_Horak_2018
Birds,Loxia curvirostra,WeightF_MEAN,42.2,Storchova_Horak_2018
Birds,Loxia curvirostra,Sexual dimorphism,1,Storchova_Horak_2018
Birds,Loxia curvirostra,Clutch_MIN,2,Storchova_Horak_2018
Birds,Loxia curvirostra,Clutch_MAX,5,Storchova_Horak_2018
Birds,Loxia curvirostra,Clutch_MEAN,4,Storchova_Horak_2018
Birds,Loxia curvirostra,Broods per year,2,Storchova_Horak_2018
Birds,Loxia curvirostra,EggL_MEAN,21.9,Storchova_Horak_2018
Birds,Loxia curvirostra,EggW_MEAN,15.9,Storchova_Horak_2018
Birds,Loxia curvirostra,Egg_MASS,2.95,Storchova_Horak_2018
Birds,Loxia curvirostra,Young,AL,Storchova_Horak_2018
Birds,Loxia curvirostra,Association during nesting,S,Storchova_Horak_2018
Birds,Loxia curvirostra,Nest type,OA,Storchova_Horak_2018
Birds,Loxia curvirostra,Nest building,F,Storchova_Horak_2018
Birds,Loxia curvirostra,Mating system,M,Storchova_Horak_2018
Birds,Loxia curvirostra,Incubation period,15,Storchova_Horak_2018
Birds,Loxia curvirostra,Incubation sex,F,Storchova_Horak_2018
Birds,Loxia curvirostra,Hatching,AS,Storchova_Horak_2018
Birds,Loxia curvirostra,Eggshells,NA,Storchova_Horak_2018
Birds,Loxia curvirostra,Nestling period,23,Storchova_Horak_2018
Birds,Loxia curvirostra,Fledging period,23,Storchova_Horak_2018
Birds,Loxia curvirostra,Parental feeding,58,Storchova_Horak_2018
Birds,Loxia curvirostra,Age of independence,58,Storchova_Horak_2018
Birds,Loxia curvirostra,Feeding independence,58,Storchova_Horak_2018
Birds,Loxia curvirostra,Age of first breeding,1,Storchova_Horak_2018
Birds,Loxia curvirostra,Life span,14,Storchova_Horak_2018
Birds,Loxia curvirostra,Post-fledging mortality,NA,Storchova_Horak_2018
Birds,Loxia curvirostra,Mortality of adults,NA,Storchova_Horak_2018
Birds,Loxia curvirostra,Association outside the breeding season,GR,Storchova_Horak_2018
Birds,Loxia curvirostra,Territoriality,1,Storchova_Horak_2018
Birds,Loxia curvirostra,Sedentary,1,Storchova_Horak_2018
Birds,Loxia curvirostra,Facultative migrant,0,Storchova_Horak_2018
Birds,Loxia curvirostra,Short distance migrant,0,Storchova_Horak_2018
Birds,Loxia curvirostra,Long distance migrant,0,Storchova_Horak_2018
Birds,Lullula arborea,TailF_MEAN,47.4,Storchova_Horak_2018
Birds,Lullula arborea,BillU_MEAN,14.6,Storchova_Horak_2018
Birds,Lullula arborea,BillM_MEAN,14.6,Storchova_Horak_2018
Birds,Lullula arborea,BillF_MEAN,14.6,Storchova_Horak_2018
Birds,Lullula arborea,TarsusU_MEAN,21.6,Storchova_Horak_2018
Birds,Lullula arborea,TarsusM_MEAN,21.7,Storchova_Horak_2018
Birds,Lullula arborea,TarsusF_MEAN,21.5,Storchova_Horak_2018
Birds,Lullula arborea,WeightU_MEAN,26.5,Storchova_Horak_2018
Birds,Lullula arborea,WeightM_MEAN,26,Storchova_Horak_2018
Birds,Lullula arborea,WeightF_MEAN,27,Storchova_Horak_2018
Birds,Lullula arborea,Sexual dimorphism,0,Storchova_Horak_2018
Birds,Lullula arborea,Clutch_MIN,2,Storchova_Horak_2018
Birds,Lullula arborea,Clutch_MAX,6,Storchova_Horak_2018
Birds,Lullula arborea,Clutch_MEAN,4,Storchova_Horak_2018
Birds,Lullula arborea,Broods per year,2,Storchova_Horak_2018
Birds,Lullula arborea,EggL_MEAN,21.2,Storchova_Horak_2018
Birds,Lullula arborea,EggW_MEAN,15.9,Storchova_Horak_2018
Birds,Lullula arborea,Egg_MASS,3.4,Storchova_Horak_2018
Birds,Lullula arborea,Young,AL,Storchova_Horak_2018
Birds,Lullula arborea,Association during nesting,S,Storchova_Horak_2018
Birds,Lullula arborea,Nest type,GC,Storchova_Horak_2018
Birds,Lullula arborea,Nest building,F,Storchova_Horak_2018
Birds,Lullula arborea,Mating system,M,Storchova_Horak_2018
Birds,Lullula arborea,Incubation period,14,Storchova_Horak_2018
Birds,Lullula arborea,Incubation sex,F,Storchova_Horak_2018
Birds,Lullula arborea,Hatching,SY,Storchova_Horak_2018
Birds,Lullula arborea,Eggshells,NA,Storchova_Horak_2018
Birds,Lullula arborea,Nestling period,8,Storchova_Horak_2018
Birds,Lullula arborea,Fledging period,12,Storchova_Horak_2018
Birds,Lullula arborea,Parental feeding,NA,Storchova_Horak_2018
Birds,Lullula arborea,Age of independence,NA,Storchova_Horak_2018
Birds,Lullula arborea,Feeding independence,NA,Storchova_Horak_2018
Birds,Lullula arborea,Age of first breeding,1,Storchova_Horak_2018
Birds,Lullula arborea,Life span,5,Storchova_Horak_2018
Birds,Lullula arborea,Post-fledging mortality,NA,Storchova_Horak_2018
Birds,Lullula arborea,Mortality of adults,NA,Storchova_Horak_2018
Birds,Lullula arborea,Association outside the breeding season,GR,Storchova_Horak_2018
Birds,Lullula arborea,Territoriality,1,Storchova_Horak_2018
Birds,Lullula arborea,Sedentary,1,Storchova_Horak_2018
Birds,Lullula arborea,Facultative migrant,0,Storchova_Horak_2018
Birds,Lullula arborea,Short distance migrant,1,Storchova_Horak_2018
Birds,Lullula arborea,Long distance migrant,0,Storchova_Horak_2018
Birds,Luscinia megarhynchos,TailF_MEAN,64.8,Storchova_Horak_2018
Birds,Luscinia megarhynchos,BillU_MEAN,17.1,Storchova_Horak_2018
Birds,Luscinia megarhynchos,BillM_MEAN,17.4,Storchova_Horak_2018
Birds,Luscinia megarhynchos,BillF_MEAN,16.8,Storchova_Horak_2018
Birds,Luscinia megarhynchos,TarsusU_MEAN,26.9,Storchova_Horak_2018
Birds,Luscinia megarhynchos,TarsusM_MEAN,27.1,Storchova_Horak_2018
Birds,Luscinia megarhynchos,TarsusF_MEAN,26.7,Storchova_Horak_2018
Birds,Luscinia megarhynchos,WeightU_MEAN,20.15,Storchova_Horak_2018
Birds,Luscinia megarhynchos,WeightM_MEAN,20.9,Storchova_Horak_2018
Birds,Luscinia megarhynchos,WeightF_MEAN,19.4,Storchova_Horak_2018
Birds,Luscinia megarhynchos,Sexual dimorphism,0,Storchova_Horak_2018
Birds,Luscinia megarhynchos,Clutch_MIN,2,Storchova_Horak_2018
Birds,Luscinia megarhynchos,Clutch_MAX,6,Storchova_Horak_2018
Birds,Luscinia megarhynchos,Clutch_MEAN,4.5,Storchova_Horak_2018
Birds,Luscinia megarhynchos,Broods per year,1.5,Storchova_Horak_2018
Birds,Luscinia megarhynchos,EggL_MEAN,20.9,Storchova_Horak_2018
Birds,Luscinia megarhynchos,EggW_MEAN,15.5,Storchova_Horak_2018
Birds,Luscinia megarhynchos,Egg_MASS,2.65,Storchova_Horak_2018
Birds,Luscinia megarhynchos,Young,AL,Storchova_Horak_2018
Birds,Luscinia megarhynchos,Association during nesting,S,Storchova_Horak_2018
Birds,Luscinia megarhynchos,Nest type,GC,Storchova_Horak_2018
Birds,Luscinia megarhynchos,Nest building,F,Storchova_Horak_2018
Birds,Luscinia megarhynchos,Mating system,M,Storchova_Horak_2018
Birds,Luscinia megarhynchos,Incubation period,13,Storchova_Horak_2018
Birds,Luscinia megarhynchos,Incubation sex,F,Storchova_Horak_2018
Birds,Luscinia megarhynchos,Hatching,AS,Storchova_Horak_2018
Birds,Luscinia megarhynchos,Eggshells,NA,Storchova_Horak_2018
Birds,Luscinia megarhynchos,Nestling period,11,Storchova_Horak_2018
Birds,Luscinia megarhynchos,Fledging period,11,Storchova_Horak_2018
Birds,Luscinia megarhynchos,Parental feeding,29,Storchova_Horak_2018
Birds,Luscinia megarhynchos,Age of independence,29,Storchova_Horak_2018
Birds,Luscinia megarhynchos,Feeding independence,29,Storchova_Horak_2018
Birds,Luscinia megarhynchos,Age of first breeding,1,Storchova_Horak_2018
Birds,Luscinia megarhynchos,Life span,11,Storchova_Horak_2018
Birds,Luscinia megarhynchos,Post-fledging mortality,NA,Storchova_Horak_2018
Birds,Luscinia megarhynchos,Mortality of adults,NA,Storchova_Horak_2018
Birds,Luscinia megarhynchos,Association outside the breeding season,SO,Storchova_Horak_2018
Birds,Luscinia megarhynchos,Territoriality,1,Storchova_Horak_2018
Birds,Luscinia megarhynchos,Sedentary,0,Storchova_Horak_2018
Birds,Luscinia megarhynchos,Facultative migrant,0,Storchova_Horak_2018
Birds,Luscinia megarhynchos,Short distance migrant,0,Storchova_Horak_2018
Birds,Luscinia megarhynchos,Long distance migrant,1,Storchova_Horak_2018
Birds,Lyrurus tetrix,TailF_MEAN,123,Storchova_Horak_2018
Birds,Lyrurus tetrix,BillU_MEAN,14,Storchova_Horak_2018
Birds,Lyrurus tetrix,BillM_MEAN,14.6,Storchova_Horak_2018
Birds,Lyrurus tetrix,BillF_MEAN,13.4,Storchova_Horak_2018
Birds,Lyrurus tetrix,TarsusU_MEAN,47.25,Storchova_Horak_2018
Birds,Lyrurus tetrix,TarsusM_MEAN,49.7,Storchova_Horak_2018
Birds,Lyrurus tetrix,TarsusF_MEAN,44.8,Storchova_Horak_2018
Birds,Lyrurus tetrix,WeightU_MEAN,1139,Storchova_Horak_2018
Birds,Lyrurus tetrix,WeightM_MEAN,1290,Storchova_Horak_2018
Birds,Lyrurus tetrix,WeightF_MEAN,988,Storchova_Horak_2018
